Name_AR,Name_EN,Price,Brand_AR,Category_AR,Sub_Category_AR,Active_Ingredient,Requires_Fridge,Indications,Dosage
تجريتول سي ار 400 مجم 20 قرص مغلف,Tegretol CR 400 mg 20 Film Coated Divitabs,106,نوفارتس,الأدوية,أدوية الصرع,كاربامازيبين,No,منع والسيطرة على النوبات تخفيف أنواع معينة من آلام الأعصاب (مثل عصب الوجه الثلاثي) علاج الاضطراب ثنائي القطب,تختلف جرعة Tegretol CR حسب حالتك وكيفية استجابتك للعلاج. سيبدأك طبيبك بجرعة منخفضة ويزيدها تدريجيًا حسب الحاجة. الجرعة العلاجية المعتادة للبالغين هي 600 إلى 800 مليجرام يوميًا. الحد الأقصى الموصى به للجرعة هو 1.2 جرام يوميًا.
أورلي 120 مجم 30 كبسولة,Orly 120 mg 30 Capsules,240,ايفا فارما,فيتامينات & طعام صحي,منتجات ادارة الوزن,N/A,No,,
سولوفريش 0.2 % قطرة للعين 10 مل,Solofresh 0.2% Eye Drops 10 ml,67,اوركيديا,الأدوية,مضاد للالتهابات للعين,N/A,No,تخفيف جفاف العين والتهيج. علاج جفاف العين الناتج عن استخدام عدسات اللاصقة.,قطرة واحدة في كل عين حسب الحاجة.
ديكساترول نقط للعين 5 مل,Dexatrol Eye Drops 5 ml,27,إيبيكو,الأدوية,مضاد للالتهابات للعين,ديكساميثازون + نيومايسين سلفات + بوليميكسين ب سلفات,No,علاج العدوى والالتهابات في العيون، بما في ذلك التهاب الملتحمة، التهاب الجفون، والتهاب القرنية. منع العدوى بعد إصابة العين أو إجراء عملية جراحية في العين.,ضع 1-2 قطرة على العين المصابة مرة إلى مرتين يوميًا، أو بشكل أكثر تكرارًا إذا كان ذلك ضروريًا.
حياة سيباكلار كريم مرطب 50 مل,Hayah Sebaclar Hydra Cream 50 ml,286,حياة,العناية بالبشرة و الجسم,مرطبات البشرة,N/A,No,,
موتينورم 5 مجم/5 مل شراب معلق 125 مل,Motinorm 5 mg/5 ml Oral Suspension 125 ml,31,جي إس كيه,العناية بصحة الأطفال,مضادات القيء و الغثيان,N/A,No,علاج الغثيان والقيء، وتخفيف الأعراض المصاحبة لاضطرابات الجهاز الهضمي مثل عسر الهضم وحرقة المعدة,
إسترافودوز 2 مجم 28 قرص مغلف,Estravodose 2 mg 28 Film Coated Tablets,53,تكنوفارم,الأدوية,موانع الحمل,استراديول,No,,
كيتولاك 10 مجم 20 قرص,Ketolac 10 mg 20 Tablets,38,العامرية,الأدوية,مسكنات وخافض الحرارة,كيتورولاك تروميثامين,No,يُستخدم هذا الدواء كمسكن ل الألم. مُضاد للالتهاب,تناول جرعة واحدة عن طريق الفم كل 4 إلى 6 ساعات حسب الحاجة. لا تتجاوز 4 أقراص في الفترة الزمنية 24 ساعة.
نورفاسك 10 مجم 15 قرص,Norvasc 10 mg 15 Tablets,96,فايزر,الأدوية,أمراض القلب و الضغط و الدم,أملوديبين,No,مثبط لقنوات الكالسيوم. يستخدم لعلاج ارتفاع ضغط الدم والوقاية من الذبحة الصدرية (ألم الصدر المرتبط بالقلب).,تناول قرص واحد عن طريق الفم مرة واحدة يوميًا.
ديرموفيت 0.05% مرهم 25 جرام,Dermovate 0.05 % Ointment 25 gm,44,جي إس كيه,الأدوية,ملطف موضعي و مضاد للالتهاب,بروبيونات كلوبيتاسول,No,هو مستحضر كورتيكوستيرويدي موضعي يستخدم لعلاجمجموعة متنوعة من حالات الجلد، بما في ذلك الصدفية والأكزيما والتهاب الجلد.,تختلف جرعة مرهم ديرموفايت وفقًا لشدة حالة الجلد المعالجة. من المهم اتباع طريقة الاستعمال : الموجودة على العبوة أو وفقًا لتوجيهات الطبيب.
دايجستوزيم 20 قرص معوي مغلف,Digestozyme 20 Enteric Coated Tablets,75,فاروفارما,الأدوية,مضاد للتقلصات,N/A,No,تحسين عملية الهضم وتخفيف أعراض الجهاز الهضمي مثل الانتفاخ والغازات وعسر الهضم. علاج نقص إفرازات البنكرياس، وهي حالة لا ينتج فيها البنكرياس ما يكفي من الإنزيمات الهاضمة.,
بي اي ايه 600 مجم 20 كبسولة جيلاتينية صلبة,Pea 600 mg 20 Hard Gelatin Capsules,210,N/A,الأدوية,مسكنات وخافض الحرارة,بالميتويل إيثانولاميد,No,,
أبتاميل 1 تركيبة حليب للرضع مدعم بالحديد 400 جرام,Aptamil 1 Infant Milk Formula With Iron 400 gm,419,ابتاميل,العناية بالأم والطفل,حليب اطفال المرحلة الاولى,N/A,No,,
ون كريم لإزالة الشعر للبشرة الحساسة 80 جرام,One Hair Removal Cream For Sensitive Skin 80 gm,36,وان,العناية اليومية,ازالة الشعر للنساء,N/A,No,,
فينتال مركب بخاخ 200 جرعة,Vental Compositum Inhaler 200 Puffs,80,أدكو,الأدوية,أدوية الربو,بيكلوميثازون + سالبوتامول,No,هو مزيج من دوائين: بيكلوميثازون والسالبوتامول. يستخدم لعلاج الربو وغيرها من حالات الرئة التي تسبب التهابًا وانضغاطًا للمسالك التنفسية. يمكن أيضًا استخدامه لمنع نوبات الربو.,
بيبيراسيلين تازوباكتام كابي 4 جرام/0.5 جرام بودرة لعمل محلول للتسريب الوريدي 1 فيال,Piperacillin Tazobactam Kabi 4 gm/0.5 gm Powder For Solution For Infusion 1 Vial,257,N/A,الأدوية,مضادات حيوية,بايبراسيلين + تازوباكتام,No,,
"إيفا فوت بودرة قدم, بالصبار, 50 جم",Eva Foot Powder Deodorant With Aloe Vera 50 gm,40,إيفا مستحضرات التجميل,العناية بالبشرة و الجسم,بودرة القدمين,N/A,No,,
ون كريم لإزالة الشعر للبشرة الحساسة 40 جرام,One Hair Removal Cream For Sensitive Skin 40 gm,24,وان,العناية اليومية,ازالة الشعر للنساء,N/A,No,,
لولا ويست 3 جرام 6 أكياس,Lolawest 6 Sachets,96,ويسترن,الأدوية,أدوية تحسين وظائف الكبد و المرارة,أورنيثين أسبارتات,No,IT هو ملح ثابت للأحماض الأمينية الأرنيثين والأسبارتيك.,الجرعة الموصى بها هي كيس واحد ١-٢ مرة يوميًا بعد الوجبات.
ريالتريس بخاخ للأنف 120 بخة معايرة,Ryaltris Nasal Spray 120 Metered Sprays,230,N/A,الأدوية,أدوية الربو,أولوباتادين + موميتازون فيوروات,No,علاج أعراض التهاب الأنف التحسسي الموسمي (حمى القش) والتهاب الأنف التحسسي الدائم (الحساسية على مدار السنة) لدى البالغين والأطفال الذين تتراوح أعمارهم بين 12 عامًا فما فوق.,
هيرو بيبي اف اي اتش لبن 400 جرام,Hero Baby Feh Milk 400 gm,699,هيرو بيبي,العناية بالأم والطفل,الألبان ذات التركيبة الخاصة,N/A,No,,
لوسيدريل 500 مجم 20 قرص,Lucidril 500 mg 20 Tablets,150,مينا فارم,الأدوية,منبهات الجهاز العصبي,ميكلوفينوكسات,No,عامل عصبي محفز يعمل على المستوى المركزي ويحسن الوظائف الإدراكية والذاكرة. كما يساعد في تخفيف أعراض الخرف.,
ميكونازهـ ايميجيل موضعي 20 جم,Miconaz Cream 20 gm,15,شركة المهن الطبية,الأدوية,عدوى الجلد,ميكونازول,No,علاج الالتهابات الفطرية للجلد ، مثل قدم الرياضي ، حكة جوك ، دودة ، ودقة المبيضات.,ضع طبقة رقيقة من الكريمة على المنطقة المصابة والبشرة المحيطة مرة أو مرتين يوميًا.
أماريل 3 مجم 30 قرص,Amaryl 3 mg 30 Tablets,87,سانوفى,الأدوية,أدوية مرض السكري,جليمبيريد,No,تُستخدم لعلاج مرض السكري من النوع الثاني(مرض السكري غير الرئوي) عندما لا يكون النظام الغذائي والتمارين وتقليل الوزن وحدها كافية.,1-8 مليجرام يوميًا، تُؤخذ مرة واحدة يوميًا مع الوجبة الرئيسية الأولى.
موفينتور ادفانس 20 كبسولة جيلاتينية صلبة,Moventor Advance 20 Hard Gelatin Capsules,530,كوباد فارما,الأدوية,صحة العظام و المفاصل,N/A,No,,
اسبوسيد 75 مجم للأطفال 30 قرص مضغ,Aspocid 75 mg Infant 30 Chewable Tablets,35,سيد,الأدوية,أمراض القلب و الضغط و الدم,حمض الأسيتيل ساليسيليك,No,تقليل الحمى تخفيف الألم الخفيف إلى المعتدل علاج الالتهاب والتورم,قرص واحد كل 4-6 ساعات حسب الحاجة
برايفيت سميكة مغلفة ليليه بالاجنحه 16 قطعة,Private Maxi Pocket Night With Wings 16 Pads,82,برايفت,العناية اليومية,فوط صحية,N/A,No,,
هيرو بيبي نيوتراسينس (اش ام أو) (3) لبن أطفال - 400جم,Hero Baby Nutrasense 3 Hmo Milk 400gm,420,هيرو بيبي,العناية بالأم والطفل,حليب اطفال المرحلة الثالثة,N/A,No,,
بيسكالدين 300 مجم 15 كبسولة,Piascledine 300 mg 15 Capsules,450,كوباد فارما,الأدوية,هشاشة العظام,N/A,No,إنه مكمل غذائي يستخدم للمساعدة في تخفيف أعراض التهاب المفاصل الناتج عن التآكل.,
جانيومت 50 مجم/1000 مجم 56 قرص مغلف,Janumet 50 mg/1000 mg 56 Film Coated Tablets,674,ميرك,الأدوية,أدوية مرض السكري,سيتاجليبتين + ميتفورمين,No,مرض السكري من النوع 2 عند البالغين خفض مستويات السكر في الدم,الجرعة الأولية المعتادة هي قرص واحد مرتين يوميًا ، مع الوجبات. قد يضبط طبيبك الجرعة بناءً على مستويات السكر في الدم لديك.
جونسون زيت للأطفال 75 مل,Johnson's Baby Oil 75 ml,70,جونسون,العناية بالأم والطفل,العناية بالبشرة للرضع,N/A,No,,
